1j9zubqqxksv3lr2expfzd8bmzsc1vaihu,elon.gift,http://elon.gift,ETH,Scamming,Trust-Trading,0x1038945a8acf315ffc97d54d3b4b72f3ed2fe2bb,Active
1j9zubqqxksv3lr2expfzd8bmzsc1vaihu,elon.gift,http://elon.gift,ETH,Scamming,Trust-Trading,1j9zubqqxksv3lr2expfzd8bmzsc1vaihu,Active
0x18f3489d959fd0e3fac366646e08f9aeabea4d75,havven.eu,https://havven.eu,ETH,Phishing,Havven,0x18f3489d959fd0e3fac366646e08f9aeabea4d75,Offline
0xc348085a86d14f9ede78a5ddd5aa7fef232c9950,ethereum-transfer.com,http://ethereum-transfer.com,ETH,Scamming,Trust-Trading,0xba32570e4c276c74e6dc67bfa6f82253228bd1cd,Offline
0xc348085a86d14f9ede78a5ddd5aa7fef232c9950,ethereum-transfer.com,http://ethereum-transfer.com,ETH,Scamming,Trust-Trading,0xc348085a86d14f9ede78a5ddd5aa7fef232c9950,Offline
0x0755e59d505c9b473aec50b476df3ea2045739aa,eth-transactions.neocities.org,http://eth-transactions.neocities.org,ETH,Scamming,Trust-trading,0x0755e59d505c9b473aec50b476df3ea2045739aa,Offline
1ewdps7p7o2u616u9a36ck6jjnbr1a2huj,pompliano-promo.netlify.com,http://pompliano-promo.netlify.com,ETH,Scamming,Trust-Trading,0x030a027cdd6994a712fbb1efd6d36369ec7cca89,Offline
1ewdps7p7o2u616u9a36ck6jjnbr1a2huj,pompliano-promo.netlify.com,http://pompliano-promo.netlify.com,ETH,Scamming,Trust-Trading,1ewdps7p7o2u616u9a36ck6jjnbr1a2huj,Offline
0x00e01a648ff41346cdeb873182383333d2184dd1,xn--mytherwallet-fvb.com,http://xn--mytherwallet-fvb.com,ETH,Phishing,MyEtherWallet,0x00e01a648ff41346cdeb873182383333d2184dd1,Offline
0x7b433d46e875fe540b1ea2d3011113f1b400d3d5,eth-give.me,https://eth-give.me,ETH,Scamming,Trust-Trading,0x7b433d46e875fe540b1ea2d3011113f1b400d3d5,Offline
0x4ae9971e28d7f422b406ee1f3bb38e1b96637239,eth-gifting.site,http://eth-gifting.site,ETH,Scamming,Trust-Trading,0x4ae9971e28d7f422b406ee1f3bb38e1b96637239,Offline
0x2d50bffa93d3f93918837677dc7598784e1da128,ethercontest.site,https://ethercontest.site,ETH,Scamming,Trust-Trading,0x2d50bffa93d3f93918837677dc7598784e1da128,Offline
0xe7a06aab8286cef4206942a4891ee95a40e86466,quick.payeths.com,http://quick.payeths.com,ETH,Scamming,Trust-Trading,0xe7a06aab8286cef4206942a4891ee95a40e86466,Offline
0x2b164ae662a0ab1832c87cb4a226efec56219fb6,getethernow.top,http://getethernow.top,ETH,Scamming,Trust-Trading,0x2b164ae662a0ab1832c87cb4a226efec56219fb6,Offline
0x085f9b53acbff0e4683463fef1a583d299bd4e25,ethereum.vu,http://ethereum.vu,ETH,Scamming,Trust-Trading,0xf51b4021c6f1af31f44bf575188986e733a971fe,Offline
0x085f9b53acbff0e4683463fef1a583d299bd4e25,ethereum.vu,http://ethereum.vu,ETH,Scamming,Trust-Trading,0x085f9b53acbff0e4683463fef1a583d299bd4e25,Offline
